,관객 평점,전문가 평점,동영상,등급,상영 시간,제작 국가,관객수,개봉계절_봄,개봉계절_여름,개봉계절_가을,개봉계절_겨울,요일,장르_SF,장르_공포,장르_느와르,장르_다큐멘터리,장르_드라마,장르_멜로/로맨스,장르_모험,장르_뮤지컬,장르_미스터리,장르_범죄,장르_블랙코미디,장르_서스펜스,장르_스릴러,장르_애니메이션,장르_액션,장르_코미디,장르_판타지
193,5.99,7.25,10,18,121.0,0,46677.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,8.31,4.50,10,12,106.0,1,46623.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,8.69,0,2,0,63.0,0,45484.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196,8.51,5.33,5,12,108.0,0,45347.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
197,9.11,6.67,5,15,85.0,0,45034.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,8.69,5.44,15,12,111.0,1,43810.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,9.20,0,2,0,86.83823529411765,0,42972.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,7.63,0,3,0,80.0,0,42879.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,7.02,0,2,15,121.0,0,42413.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202,7.48,6.14,7,15,108.0,0,41994.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,9.26,8.40,6,12,100.0,0,41248.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,5.98,0,5,0,80.0,1,41041.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,6.33,7.00,4,0,91.0,0,40372.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
206,6.57,3.00,7,0,124.0,1,40073.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,8.76,5.83,4,15,134.0,0,40040.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,9.21,0,2,15,100.0,0,37954.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,9.33,6.50,6,0,95.0,1,37364.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,8.15,4.00,5,0,86.83823529411765,0,36450.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,5.44,2.33,4,18,99.0,0,36350.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8.13,6.00,3,12,114.0,0,35429.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,7.79,8.09,3,18,130.0,0,35368.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,8.24,6.75,6,15,119.0,0,35296.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,7.61,0,6,0,75.0,0,35111.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217,7.05,0,4,0,86.83823529411765,0,34899.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,9.20,0,1,12,101.0,0,34777.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,8.13,7.00,5,18,116.0,0,34616.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,8.38,6.78,7,15,115.0,0,34593.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,7.51,4.67,5,15,99.0,0,34502.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,8.85,6.50,1,15,102.0,1,34225.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,7.55,0,4,0,62.0,0,32021.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,9.23,0,3,12,123.0,0,31314.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,8.46,6.14,8,12,110.0,0,31172.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,7.45,6.90,8,15,99.0,0,30793.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,8.43,4.50,7,12,107.0,0,30714.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,7.39,5.17,7,15,89.0,0,30379.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,8.74,6.00,3,15,114.0,0,30181.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,3.81,3.33,10,15,102.0,1,30116.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,8.11,6.00,4,15,96.0,0,29441.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,7.70,6.50,11,15,125.0,0,29361.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
234,8.32,8.20,6,12,118.0,0,29277.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,7.43,4.67,5,18,112.0,0,29190.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236,8.57,7.33,5,18,142.0,0,28822.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,6.78,0,5,0,86.0,0,28742.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,4.99,6.00,4,15,135.0,0,28723.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,9.44,6.50,5,0,78.0,1,28399.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8.47,0,1,12,92.0,0,28364.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,7.45,6.00,3,12,121.0,0,28085.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242,6.88,5.50,7,15,94.0,0,27854.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,8.19,5.00,7,12,111.0,1,27414.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245,7.94,6.00,6,12,83.0,0,27203.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,8.13,5.40,4,12,104.0,0,27167.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,7.10,6.40,8,15,100.0,0,26758.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,7.87,0,2,0,70.0,0,26739.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
249,7.02,6.00,3,0,78.0,0,26670.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,8.26,4.83,6,15,82.0,1,26577.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
251,7.10,0,4,0,75.0,0,26185.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,6.87,4.00,2,0,80.0,0,25964.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,6.77,0,3,0,68.0,0,25903.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,8.59,5.75,8,15,121.0,0,25612.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,5.83,2.50,2,15,98.0,0,25531.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,7.93,6.25,7,18,109.0,0,25457.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,7.85,7.00,2,12,106.0,0,24785.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,9.19,6.00,7,12,103.0,0,24466.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259,8.95,7.17,9,15,110.0,0,24381.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,5.37,0,3,0,82.0,0,24319.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,8.60,7.00,7,18,104.0,1,24272.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,5.23,0,3,15,92.0,0,23688.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,8.43,4.00,5,0,74.0,1,23511.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264,8.01,6.50,4,18,86.0,0,23467.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,7.88,6.00,9,0,60.0,0,23395.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
266,7.74,4.00,5,15,99.0,0,23338.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,7.45,6.89,3,18,89.0,0,23333.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,6.94,6.00,5,12,116.0,1,22752.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,8.71,6.60,5,12,119.0,0,22536.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
270,6.61,5.00,5,18,128.0,0,22518.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,8.51,6.57,4,12,125.0,0,21797.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,8.66,6.60,4,12,113.0,0,20760.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,7.42,7.20,5,15,121.0,0,20018.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,8.16,6.00,4,0,84.0,0,19986.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275,9.07,7.00,8,12,91.0,0,19771.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,9.20,6.20,8,12,97.0,1,19440.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,7.86,0,2,0,58.0,0,19267.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,6.08,4.33,6,15,95.0,0,18740.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,6.45,7.00,2,18,92.0,1,18648.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,7.21,5.00,3,0,87.0,0,18535.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,7.29,0,5,12,131.0,0,18323.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,7.32,0,3,0,84.0,0,18247.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,6.49,3.50,5,15,86.0,0,18028.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,8.59,6.40,15,15,130.0,0,17941.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
285,8.32,6.00,2,12,102.0,0,17691.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,8.13,4.50,1,12,86.0,1,17222.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,8.86,7.00,3,15,71.0,1,16864.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,7.54,0,3,0,86.83823529411765,0,16601.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,8.46,6.00,4,12,110.0,1,16577.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,9.01,0,3,12,93.0,0,16515.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
291,8.82,7.00,2,0,83.0,0,16340.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,4.87,0,6,15,102.0,0,16336.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,7.59,4.67,3,15,98.0,0,15986.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,6.73,3.00,2,0,120.0,0,15974.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,8.84,0,2,0,86.83823529411765,0,15629.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,7.99,6.00,8,15,108.0,0,14955.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,5.18,5.80,5,12,110.0,0,14687.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,7.85,5.00,5,15,96.0,1,14490.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,7.00,5.00,4,0,85.0,0,14236.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
